danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,name,album,popularity
0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,0VjIjW4GlUZAMYd2vXMi3b,200040,"{'added_at': '2023-01-07T01:34:41Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4yP0hdKOZPNshxUOjY0cZj'}, 'href': 'https://api.spotify.com/v1/albums/4yP0hdKOZPNshxUOjY0cZj', 'id': '4yP0hdKOZPNshxUOjY0cZj', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028863bc11d2aa12b54f5aeb36', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518863bc11d2aa12b54f5aeb36', 'width': 64}], 'name': 'After Hours', 'release_date': '2020-03-20', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:4yP0hdKOZPNshxUOjY0cZj'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}], 'disc_number': 1, 'duration_ms': 200040, 'episode': False, 'explicit': False, 'external_ids': {'isrc': 'USUG11904206'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b'}, 'href': 'https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b', 'id': '0VjIjW4GlUZAMYd2vXMi3b', 'is_local': False, 'is_playable': True, 'name': 'Blinding Lights', 'popularity': 87, 'preview_url': None, 'track': True, 'track_number': 9, 'type': 'track', 'uri': 'spotify:track:0VjIjW4GlUZAMYd2vXMi3b'}, 'video_thumbnail': {'url': None}}",Blinding Lights,After Hours,87
0.707,0.681,-4.325,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,0yLdNVWF3Srea0uzk55zFn,200455,"{'added_at': '2023-01-13T00:31:00Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6'}, 'href': 'https://api.spotify.com/v1/artists/5YGY8feqx7naU7z4HrwZM6', 'id': '5YGY8feqx7naU7z4HrwZM6', 'name': 'Miley Cyrus', 'type': 'artist', 'uri': 'spotify:artist:5YGY8feqx7naU7z4HrwZM6'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/7I0tjwFtxUwBC1vgyeMAax'}, 'href': 'https://api.spotify.com/v1/albums/7I0tjwFtxUwBC1vgyeMAax', 'id': '7I0tjwFtxUwBC1vgyeMAax', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f429549123dbe8552764ba1d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f429549123dbe8552764ba1d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f429549123dbe8552764ba1d', 'width': 64}], 'name': 'Flowers', 'release_date': '2023-01-13', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:7I0tjwFtxUwBC1vgyeMAax'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6'}, 'href': 'https://api.spotify.com/v1/artists/5YGY8feqx7naU7z4HrwZM6', 'id': '5YGY8feqx7naU7z4HrwZM6', 'name': 'Miley Cyrus', 'type': 'artist', 'uri': 'spotify:artist:5YGY8feqx7naU7z4HrwZM6'}], 'disc_number': 1, 'duration_ms': 200454, 'episode': False, 'explicit': False, 'external_ids': {'isrc': 'USSM12209777'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/0yLdNVWF3Srea0uzk55zFn'}, 'href': 'https://api.spotify.com/v1/tracks/0yLdNVWF3Srea0uzk55zFn', 'id': '0yLdNVWF3Srea0uzk55zFn', 'is_local': False, 'is_playable': True, 'name': 'Flowers', 'popularity': 100, 'preview_url': 'https://p.scdn.co/mp3-preview/f2857681239dee871da7055d2f725ea6dcd1b4d8?cid=7bed403c576146fc9d57f348edafc918', 'track': True, 'track_number': 1, 'type': 'track', 'uri': 'spotify:track:0yLdNVWF3Srea0uzk55zFn'}, 'video_thumbnail': {'url': None}}",Flowers,Flowers,100
0.644,0.735,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,1Qrg8KqiBpW07V7PNxwwwL,153947,"{'added_at': '2022-12-14T20:10:40Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'}, 'href': 'https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP', 'id': '7tYKF4w9nC0nq9CsPZTHyP', 'name': 'SZA', 'type': 'artist', 'uri': 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1nrVofqDRs7cpWXJ49qTnP'}, 'href': 'https://api.spotify.com/v1/albums/1nrVofqDRs7cpWXJ49qTnP', 'id': '1nrVofqDRs7cpWXJ49qTnP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020c471c36970b9406233842a5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510c471c36970b9406233842a5', 'width': 64}], 'name': 'SOS', 'release_date': '2022-12-08', 'release_date_precision': 'day', 'total_tracks': 23, 'type': 'album', 'uri': 'spotify:album:1nrVofqDRs7cpWXJ49qTnP'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'}, 'href': 'https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP', 'id': '7tYKF4w9nC0nq9CsPZTHyP', 'name': 'SZA', 'type': 'artist', 'uri': 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'}], 'disc_number': 1, 'duration_ms': 153946, 'episode': False, 'explicit': False, 'external_ids': {'isrc': 'USRC12204584'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL'}, 'href': 'https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL', 'id': '1Qrg8KqiBpW07V7PNxwwwL', 'is_local': False, 'is_playable': True, 'name': 'Kill Bill', 'popularity': 91, 'preview_url': 'https://p.scdn.co/mp3-preview/89777141363562da8e98f2130988bf1ca0e3ab9c?cid=7bed403c576146fc9d57f348edafc918', 'track': True, 'track_number': 2, 'type': 'track', 'uri': 'spotify:track:1Qrg8KqiBpW07V7PNxwwwL'}, 'video_thumbnail': {'url': None}}",Kill Bill,SOS,91
0.715,0.62,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.95,2dHHgzDwk4BJdRwy9uXhTO,221520,"{'added_at': '2022-12-07T18:17:44Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/7txGsnDSqVMoRl6RQ9XyZP'}, 'href': 'https://api.spotify.com/v1/albums/7txGsnDSqVMoRl6RQ9XyZP', 'id': '7txGsnDSqVMoRl6RQ9XyZP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0213e54d6687e65678d60466c2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485113e54d6687e65678d60466c2', 'width': 64}], 'name': 'HEROES & VILLAINS', 'release_date': '2022-12-02', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:7txGsnDSqVMoRl6RQ9XyZP'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}], 'disc_number': 1, 'duration_ms': 221520, 'episode': False, 'explicit': True, 'external_ids': {'isrc': 'USUG12208791'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO'}, 'href': 'https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO', 'id': '2dHHgzDwk4BJdRwy9uXhTO', 'is_local': False, 'is_playable': True, 'name': ""Creepin' (with The Weeknd & 21 Savage)"", 'popularity': 93, 'preview_url': None, 'track': True, 'track_number': 10, 'type': 'track', 'uri': 'spotify:track:2dHHgzDwk4BJdRwy9uXhTO'}, 'video_thumbnail': {'url': None}}",Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,93
0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,6xGruZOHLs39ZbVccQTuPZ,233456,"{'added_at': '2022-06-17T04:39:52Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq'}, 'href': 'https://api.spotify.com/v1/artists/3MZsBdqDrRTJihTHQrO6Dq', 'id': '3MZsBdqDrRTJihTHQrO6Dq', 'name': 'Joji', 'type': 'artist', 'uri': 'spotify:artist:3MZsBdqDrRTJihTHQrO6Dq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6ZZvx0aefZV3LKa053fn71'}, 'href': 'https://api.spotify.com/v1/albums/6ZZvx0aefZV3LKa053fn71', 'id': '6ZZvx0aefZV3LKa053fn71', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0208596cc28b9f5b00bfe08ae7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485108596cc28b9f5b00bfe08ae7', 'width': 64}], 'name': 'Glimpse of Us', 'release_date': '2022-06-10', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:6ZZvx0aefZV3LKa053fn71'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq'}, 'href': 'https://api.spotify.com/v1/artists/3MZsBdqDrRTJihTHQrO6Dq', 'id': '3MZsBdqDrRTJihTHQrO6Dq', 'name': 'Joji', 'type': 'artist', 'uri': 'spotify:artist:3MZsBdqDrRTJihTHQrO6Dq'}], 'disc_number': 1, 'duration_ms': 233456, 'episode': False, 'explicit': False, 'external_ids': {'isrc': 'USWB12201789'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/6xGruZOHLs39ZbVccQTuPZ'}, 'href': 'https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ', 'id': '6xGruZOHLs39ZbVccQTuPZ', 'is_local': False, 'is_playable': True, 'name': 'Glimpse of Us', 'popularity': 84, 'preview_url': 'https://p.scdn.co/mp3-preview/210855d3c7e3ff7aad02768dd7841509a17430ab?cid=7bed403c576146fc9d57f348edafc918', 'track': True, 'track_number': 1, 'type': 'track', 'uri': 'spotify:track:6xGruZOHLs39ZbVccQTuPZ'}, 'video_thumbnail': {'url': None}}",Glimpse of Us,Glimpse of Us,84
0.702,0.586,-7.83,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,0mL82sxCRjrs3br407IdJh,199111,"{'added_at': '2023-01-07T01:35:10Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2nLOHgzXzwFEpl62zAgCEC'}, 'href': 'https://api.spotify.com/v1/albums/2nLOHgzXzwFEpl62zAgCEC', 'id': '2nLOHgzXzwFEpl62zAgCEC', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024ab2520c2c77a1d66b9ee21d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514ab2520c2c77a1d66b9ee21d', 'width': 64}], 'name': 'Dawn FM', 'release_date': '2022-01-06', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:2nLOHgzXzwFEpl62zAgCEC'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}], 'disc_number': 1, 'duration_ms': 199111, 'episode': False, 'explicit': False, 'external_ids': {'isrc': 'USUG12106692'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh'}, 'href': 'https://api.spotify.com/v1/tracks/0mL82sxCRjrs3br407IdJh', 'id': '0mL82sxCRjrs3br407IdJh', 'is_local': False, 'is_playable': True, 'name': 'Is There Someone Else?', 'popularity': 81, 'preview_url': None, 'track': True, 'track_number': 10, 'type': 'track', 'uri': 'spotify:track:0mL82sxCRjrs3br407IdJh'}, 'video_thumbnail': {'url': None}}",Is There Someone Else?,Dawn FM,81
0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,4Dvkj6JhhA12EX05fT7y2e,167303,"{'added_at': '2022-10-26T20:47:42Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3'}, 'href': 'https://api.spotify.com/v1/artists/6KImCVD70vtIoJWnq6nGn3', 'id': '6KImCVD70vtIoJWnq6nGn3', 'name': 'Harry Styles', 'type': 'artist', 'uri': 'spotify:artist:6KImCVD70vtIoJWnq6nGn3'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5r36AJ6VOJtp00oxSkBZ5h'}, 'href': 'https://api.spotify.com/v1/albums/5r36AJ6VOJtp00oxSkBZ5h', 'id': '5r36AJ6VOJtp00oxSkBZ5h', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022e8ed79e177ff6011076f5f0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512e8ed79e177ff6011076f5f0', 'width': 64}], 'name': ""Harry's House"", 'release_date': '2022-05-20', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:5r36AJ6VOJtp00oxSkBZ5h'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3'}, 'href': 'https://api.spotify.com/v1/artists/6KImCVD70vtIoJWnq6nGn3', 'id': '6KImCVD70vtIoJWnq6nGn3', 'name': 'Harry Styles', 'type': 'artist', 'uri': 'spotify:artist:6KImCVD70vtIoJWnq6nGn3'}], 'disc_number': 1, 'duration_ms': 167303, 'episode': False, 'explicit': False, 'external_ids': {'isrc': 'USSM12200612'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e'}, 'href': 'https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e', 'id': '4Dvkj6JhhA12EX05fT7y2e', 'is_local': False, 'is_playable': True, 'name': 'As It Was', 'popularity': 88, 'preview_url': 'https://p.scdn.co/mp3-preview/f0c2adc40766cd8c1ec3f2bc6e1cc293a77ba684?cid=7bed403c576146fc9d57f348edafc918', 'track': True, 'track_number': 4, 'type': 'track', 'uri': 'spotify:track:4Dvkj6JhhA12EX05fT7y2e'}, 'video_thumbnail': {'url': None}}",As It Was,Harry's House,88
0.637,0.643,-6.571,0.0519,0.13,1.8e-06,0.142,0.533,97.008,0V3wPSX9ygBnCm8psDIegu,200690,"{'added_at': '2022-10-26T20:47:10Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3'}, 'href': 'https://api.spotify.com/v1/albums/151w1FgRZfnKZA9FEcg9Z3', 'id': '151w1FgRZfnKZA9FEcg9Z3', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bb54dde68cd23e2a268ae0f5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5', 'width': 64}], 'name': 'Midnights', 'release_date': '2022-10-21', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:151w1FgRZfnKZA9FEcg9Z3'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'disc_number': 1, 'duration_ms': 200690, 'episode': False, 'explicit': False, 'external_ids': {'isrc': 'USUG12205736'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu'}, 'href': 'https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu', 'id': '0V3wPSX9ygBnCm8psDIegu', 'is_local': False, 'is_playable': True, 'name': 'Anti-Hero', 'popularity': 91, 'preview_url': None, 'track': True, 'track_number': 3, 'type': 'track', 'uri': 'spotify:track:0V3wPSX9ygBnCm8psDIegu'}, 'video_thumbnail': {'url': None}}",Anti-Hero,Midnights,91
0.83,0.585,-6.476,0.094,0.237,0.0,0.248,0.485,109.978,6Im9k8u9iIzKMrmV7BWtlF,173711,"{'added_at': '2022-01-15T22:51:42Z', 'added_by': {'external_urls': {'spotify': 'https://open.spotify.com/user/nick170708%21'}, 'href': 'https://api.spotify.com/v1/users/nick170708%21', 'id': 'nick170708!', 'type': 'user', 'uri': 'spotify:user:nick170708%21'}, 'is_local': False, 'primary_color': None, 'track': {'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR'}, 'href': 'https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR', 'id': '66CXWjxzNUsdJxJ2JdwvnR', 'name': 'Ariana Grande', 'type': 'artist', 'uri': 'spotify:artist:66CXWjxzNUsdJxJ2JdwvnR'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3euz4vS7ezKGnNSwgyvKcd'}, 'href': 'https://api.spotify.com/v1/albums/3euz4vS7ezKGnNSwgyvKcd', 'id': '3euz4vS7ezKGnNSwgyvKcd', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025ef878a782c987d38d82b605', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515ef878a782c987d38d82b605', 'width': 64}], 'name': 'Positions', 'release_date': '2020-10-30', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:3euz4vS7ezKGnNSwgyvKcd'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR'}, 'href': 'https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR', 'id': '66CXWjxzNUsdJxJ2JdwvnR', 'name': 'Ariana Grande', 'type': 'artist', 'uri': 'spotify:artist:66CXWjxzNUsdJxJ2JdwvnR'}], 'disc_number': 1, 'duration_ms': 173710, 'episode': False, 'explicit': True, 'external_ids': {'isrc': 'USUM72020423'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF'}, 'href': 'https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF', 'id': '6Im9k8u9iIzKMrmV7BWtlF', 'is_local': False, 'is_playable': True, 'name': '34+35', 'popularity': 76, 'preview_url': None, 'track': True, 'track_number': 2, 'type': 'track', 'uri': 'spotify:track:6Im9k8u9iIzKMrmV7BWtlF'}, 'video_thumbnail': {'url': None}}",34+35,Positions,76
